,SK_Pedidos,en_destino,en_origem,SK_Localizacoes
0,1,,18498.0,18498.0
1,2,,18498.0,18498.0
2,3,,,
3,4,,,
4,5,,3685.0,3685.0
5,6,,3685.0,3685.0
6,7,,27722.0,27722.0
7,7,,27723.0,27723.0
8,8,,27722.0,27722.0
9,8,,27723.0,27723.0
10,9,,2170.0,2170.0
11,9,,2171.0,2171.0
12,10,,2170.0,2170.0
13,10,,2171.0,2171.0
14,11,,,
15,12,,,
16,13,,16630.0,16630.0
17,13,,16631.0,16631.0
18,14,,16630.0,16630.0
19,14,,16631.0,16631.0
20,15,,16630.0,16630.0
21,15,,16631.0,16631.0
22,16,,16630.0,16630.0
23,16,,16631.0,16631.0
24,17,,16630.0,16630.0
25,17,,16631.0,16631.0
26,18,,16630.0,16630.0
27,18,,16631.0,16631.0
28,19,,16630.0,16630.0
29,19,,16631.0,16631.0
30,20,,16630.0,16630.0
31,20,,16631.0,16631.0
32,21,,,
33,22,,,
34,23,,,
35,24,,,
36,25,,22964.0,22964.0
37,25,,22965.0,22965.0
38,26,,22964.0,22964.0
39,26,,22965.0,22965.0
40,27,,24729.0,24729.0
41,27,,24730.0,24730.0
42,28,,24729.0,24729.0
43,28,,24730.0,24730.0
44,29,,,
45,30,,,
46,31,,,
47,32,,,
48,33,,24402.0,24402.0
49,33,,24403.0,24403.0
50,34,,24402.0,24402.0
51,34,,24403.0,24403.0
52,35,,,
53,36,,,
54,37,,,
55,38,,,
56,39,,,
57,40,,,
58,41,,,
59,42,,,
60,43,,18421.0,18421.0
61,43,,18422.0,18422.0
62,44,,18421.0,18421.0
63,44,,18422.0,18422.0
64,45,,,
65,46,,,
66,47,,24402.0,24402.0
67,47,,24403.0,24403.0
68,48,,24402.0,24402.0
69,48,,24403.0,24403.0
70,49,,,
71,50,,,
72,51,,,
73,52,,,
74,53,,,
75,54,,,
76,55,,,
77,56,,,
78,57,,13335.0,13335.0
79,57,,13336.0,13336.0
80,58,,13335.0,13335.0
81,58,,13336.0,13336.0
82,59,,20615.0,20615.0
83,59,,20616.0,20616.0
84,60,,20615.0,20615.0
85,60,,20616.0,20616.0
86,61,,,
87,62,,,
88,63,,,
89,64,,,
90,65,,,
91,66,,,
92,67,,,
93,68,,,
94,69,,,
95,70,,,
96,71,,19167.0,19167.0
97,72,,19167.0,19167.0
98,73,,48.0,48.0
99,74,,48.0,48.0
100,75,,,
101,76,,,
102,77,,,
103,78,,,
104,79,,,
105,80,,,
106,81,,11037.0,11037.0
107,82,,11037.0,11037.0
108,83,,,
109,84,,,
110,85,,,
111,86,,,
112,87,,,
113,88,,,
114,89,,,
115,90,,,
116,91,,,
117,92,,,
118,93,,,
119,94,,,
120,95,,,
121,96,,,
122,97,,,
123,98,,,
124,99,,,
125,100,,,
126,101,,,
127,102,,,
128,103,,3619.0,3619.0
129,104,,3619.0,3619.0
130,105,,,
131,106,,,
132,107,,,
133,108,,,
134,109,,,
135,110,,,
136,111,,,
137,112,,,
138,113,,,
139,114,,,
140,115,,3576.0,3576.0
141,116,,3576.0,3576.0
142,117,,26987.0,26987.0
143,117,,26988.0,26988.0
144,118,,26987.0,26987.0
145,118,,26988.0,26988.0
146,119,,,
147,120,,,
148,121,,,
149,122,,,
150,123,,,
151,124,,,
152,125,,,
153,126,,,
154,127,,,
155,128,,,
156,129,,,
157,130,,,
158,131,,20577.0,20577.0
159,131,,20578.0,20578.0
160,132,,20577.0,20577.0
161,132,,20578.0,20578.0
162,133,,,
163,134,,,
164,135,,,
165,136,,,
166,137,,,
167,138,,,
168,139,,,
169,140,,,
170,141,,,
171,142,,,
172,143,,,
173,144,,,
174,145,,,
175,146,,,
176,147,,,
177,148,,,
178,149,,,
179,150,,,
180,151,,,
181,152,,,
182,153,,,
183,154,,,
184,155,,18498.0,18498.0
185,156,,18498.0,18498.0
186,157,,,
187,158,,,
188,159,,19734.0,19734.0
189,159,,19735.0,19735.0
190,160,,19734.0,19734.0
191,160,,19735.0,19735.0
192,161,,19734.0,19734.0
193,161,,19735.0,19735.0
194,162,,19734.0,19734.0
195,162,,19735.0,19735.0
196,163,,18604.0,18604.0
197,163,,18605.0,18605.0
198,164,,18604.0,18604.0
199,164,,18605.0,18605.0
200,165,,19883.0,19883.0
201,166,,19883.0,19883.0
202,167,,23470.0,23470.0
203,167,,23471.0,23471.0
204,168,,23470.0,23470.0
205,168,,23471.0,23471.0
206,169,,18498.0,18498.0
207,170,,18498.0,18498.0
208,171,,,
209,172,,,
210,173,,,
211,174,,,
212,175,,26196.0,26196.0
213,175,,26197.0,26197.0
214,176,,26196.0,26196.0
215,176,,26197.0,26197.0
216,177,,,
217,178,,,
218,179,,2103.0,2103.0
219,180,,2103.0,2103.0
220,181,,24518.0,24518.0
221,181,,24519.0,24519.0
222,182,,24518.0,24518.0
223,182,,24519.0,24519.0
224,183,,24518.0,24518.0
225,183,,24519.0,24519.0
226,184,,24518.0,24518.0
227,184,,24519.0,24519.0
228,185,,,
229,186,,,
230,187,,,
231,188,,,
232,189,,,
233,190,,,
234,191,,,
235,192,,,
236,193,,,
237,194,,,
238,195,,959.0,959.0
239,196,,959.0,959.0
240,197,,,
241,198,,,
242,199,,,
243,200,,,
244,201,,17123.0,17123.0
245,202,,17123.0,17123.0
246,203,,,
247,204,,,
248,205,,22501.0,22501.0
249,205,,22502.0,22502.0
250,206,,22501.0,22501.0
251,206,,22502.0,22502.0
252,207,,22501.0,22501.0
253,207,,22502.0,22502.0
254,208,,22501.0,22501.0
255,208,,22502.0,22502.0
256,209,,,
257,210,,,
258,211,,,
259,212,,,
260,213,,18498.0,18498.0
261,214,,18498.0,18498.0
262,215,,,
263,216,,,
264,217,,22501.0,22501.0
265,217,,22502.0,22502.0
266,218,,22501.0,22501.0
267,218,,22502.0,22502.0
268,219,,,
269,220,,,
270,221,,,
271,222,,,
272,223,,,
273,224,,,
274,225,,24804.0,24804.0
275,225,,24805.0,24805.0
276,226,,24804.0,24804.0
277,226,,24805.0,24805.0
278,227,,,
279,228,,,
280,229,,19128.0,19128.0
281,230,,19128.0,19128.0
282,231,,19128.0,19128.0
283,232,,19128.0,19128.0
284,233,,19128.0,19128.0
285,234,,19128.0,19128.0
286,235,,19128.0,19128.0
287,236,,19128.0,19128.0
288,237,,21468.0,21468.0
289,238,,21468.0,21468.0
290,239,,,
291,240,,,
292,241,,19835.0,19835.0
293,241,,19836.0,19836.0
294,242,,19835.0,19835.0
295,242,,19836.0,19836.0
296,243,,22970.0,22970.0
297,243,,22971.0,22971.0
298,244,,22970.0,22970.0
299,244,,22971.0,22971.0
300,245,,,
301,246,,,
302,247,,,
303,248,,,
304,249,,,
305,250,,,
306,251,,,
307,252,,,
308,253,,,
309,254,,,
310,255,,,
311,256,,,
312,257,,,
313,258,,,
314,259,,,
315,260,,,
316,261,,,
317,262,,,
318,263,,23580.0,23580.0
319,263,,23581.0,23581.0
320,264,,23580.0,23580.0
321,264,,23581.0,23581.0
322,265,,23580.0,23580.0
323,265,,23581.0,23581.0
324,266,,23580.0,23580.0
325,266,,23581.0,23581.0
326,267,,23580.0,23580.0
327,267,,23581.0,23581.0
328,268,,23580.0,23580.0
329,268,,23581.0,23581.0
330,269,,13164.0,13164.0
331,270,,13164.0,13164.0
332,271,,,
333,272,,,
334,273,,25438.0,25438.0
335,273,,25439.0,25439.0
336,274,,25438.0,25438.0
337,274,,25439.0,25439.0
338,275,,,
339,276,,,
340,277,,,
341,278,,,
342,279,,,
343,280,,,
344,281,,,
345,282,,,
346,283,,,
347,284,,,
348,285,,,
349,286,,,
350,287,,,
351,288,,,
352,289,,,
353,290,,,
354,291,,,
355,292,,,
356,293,,,
357,294,,,
358,295,,,
359,296,,,
360,297,,19128.0,19128.0
361,298,,19128.0,19128.0
362,299,,,
363,300,,,
364,301,,,
365,302,,,
366,303,,,
367,304,,,
368,305,,,
369,306,,,
370,307,,,
371,308,,,
372,309,,,
373,310,,,
374,311,,,
375,312,,,
376,313,,,
377,314,,,
378,315,,20674.0,20674.0
379,315,,20675.0,20675.0
380,316,,20674.0,20674.0
381,316,,20675.0,20675.0
382,317,,20674.0,20674.0
383,317,,20675.0,20675.0
384,318,,20674.0,20674.0
385,318,,20675.0,20675.0
386,319,,,
387,320,,,
388,321,,16921.0,16921.0
389,322,,16921.0,16921.0
390,323,,19128.0,19128.0
391,324,,19128.0,19128.0
392,325,,,
393,326,,,
394,327,,,
395,328,,,
396,329,,,
397,330,,,
398,331,,,
399,332,,,
400,333,,,
401,334,,,
402,335,,,
403,336,,,
404,337,,2563.0,2563.0
405,337,,2564.0,2564.0
406,338,,2563.0,2563.0
407,338,,2564.0,2564.0
408,339,,,
409,340,,,
410,341,,,
411,342,,,
412,343,,18638.0,18638.0
413,344,,18638.0,18638.0
414,345,,,
415,346,,,
416,347,,,
417,348,,,
418,349,,,
419,350,,,
420,351,,24518.0,24518.0
421,351,,24519.0,24519.0
422,352,,24518.0,24518.0
423,352,,24519.0,24519.0
424,353,,24518.0,24518.0
425,353,,24519.0,24519.0
426,354,,24518.0,24518.0
427,354,,24519.0,24519.0
428,355,,24518.0,24518.0
429,355,,24519.0,24519.0
430,356,,24518.0,24518.0
431,356,,24519.0,24519.0
432,357,,24518.0,24518.0
433,357,,24519.0,24519.0
434,358,,24518.0,24518.0
435,358,,24519.0,24519.0
436,359,,19000.0,19000.0
437,359,,19001.0,19001.0
438,360,,19000.0,19000.0
439,360,,19001.0,19001.0
440,361,,19886.0,19886.0
441,362,,19886.0,19886.0
442,363,,19886.0,19886.0
443,364,,19886.0,19886.0
444,365,,,
445,366,,,
446,367,,,
447,368,,,
448,369,,25170.0,25170.0
449,369,,25171.0,25171.0
450,370,,25170.0,25170.0
451,370,,25171.0,25171.0
452,371,,,
453,372,,,
454,373,,,
455,374,,,
456,375,,26944.0,26944.0
457,375,,26945.0,26945.0
458,376,,26944.0,26944.0
459,376,,26945.0,26945.0
460,377,,,
461,378,,,
462,379,,20674.0,20674.0
463,379,,20675.0,20675.0
464,380,,20674.0,20674.0
465,380,,20675.0,20675.0
466,381,,,
467,382,,,
468,383,,18498.0,18498.0
469,384,,18498.0,18498.0
470,385,,,
471,386,,,
472,387,,,
473,388,,,
474,389,,,
475,390,,,
476,391,,,
477,392,,,
478,393,,17290.0,17290.0
479,394,,17290.0,17290.0
480,395,,,
481,396,,,
482,397,,,
483,398,,,
484,399,,,
485,400,,,
486,401,,,
487,402,,,
488,403,,20539.0,20539.0
489,403,,20540.0,20540.0
490,404,,20539.0,20539.0
491,404,,20540.0,20540.0
492,405,,,
493,406,,,
494,407,,,
495,408,,,
496,409,,26902.0,26902.0
497,409,,26903.0,26903.0
498,410,,26902.0,26902.0
499,410,,26903.0,26903.0
500,411,,24909.0,24909.0
501,411,,24910.0,24910.0
502,412,,24909.0,24909.0
503,412,,24910.0,24910.0
504,413,,,
505,414,,,
506,415,,19883.0,19883.0
507,416,,19883.0,19883.0
508,417,,24402.0,24402.0
509,417,,24403.0,24403.0
510,418,,24402.0,24402.0
511,418,,24403.0,24403.0
512,419,,23951.0,23951.0
513,419,,23952.0,23952.0
514,420,,23951.0,23951.0
515,420,,23952.0,23952.0
516,421,,19883.0,19883.0
517,422,,19883.0,19883.0
518,423,,,
519,424,,,
520,425,,,
521,426,,,
522,427,,,
523,428,,,
524,429,,,
525,430,,,
526,431,,18498.0,18498.0
527,432,,18498.0,18498.0
528,433,,18498.0,18498.0
529,434,,18498.0,18498.0
530,435,,,
531,436,,,
532,437,,,
533,438,,,
534,439,,18393.0,18393.0
535,440,,18393.0,18393.0
536,441,,,
537,442,,,
538,443,,19886.0,19886.0
539,444,,19886.0,19886.0
540,445,,23485.0,23485.0
541,445,,23486.0,23486.0
542,446,,23485.0,23485.0
543,446,,23486.0,23486.0
544,447,,26902.0,26902.0
545,447,,26903.0,26903.0
546,448,,26902.0,26902.0
547,448,,26903.0,26903.0
548,449,,1758.0,1758.0
549,450,,1758.0,1758.0
550,451,,19290.0,19290.0
551,451,,19291.0,19291.0
552,452,,19290.0,19290.0
553,452,,19291.0,19291.0
554,453,,20674.0,20674.0
555,453,,20675.0,20675.0
556,454,,20674.0,20674.0
557,454,,20675.0,20675.0
558,455,,19886.0,19886.0
559,456,,19886.0,19886.0
560,457,,23470.0,23470.0
561,457,,23471.0,23471.0
562,458,,23470.0,23470.0
563,458,,23471.0,23471.0
564,459,,,
565,460,,,
566,461,,,
567,462,,,
568,463,,,
569,464,,,
570,465,,,
571,466,,,
572,467,,,
573,468,,,
574,469,,,
575,470,,,
576,471,,,
577,472,,,
578,473,,13019.0,13019.0
579,474,,13019.0,13019.0
580,475,,,
581,476,,,
582,477,,,
583,478,,,
584,479,,,
585,480,,,
586,481,,,
587,482,,,
588,483,,,
589,484,,,
590,485,,,
591,486,,,
592,487,,,
593,488,,,
594,489,,2584.0,2584.0
595,489,,2585.0,2585.0
596,490,,2584.0,2584.0
597,490,,2585.0,2585.0
598,491,,,
599,492,,,
600,493,,,
601,494,,,
602,495,,,
603,496,,,
604,497,,,
605,498,,,
606,499,,24402.0,24402.0
607,499,,24403.0,24403.0
608,500,,24402.0,24402.0
609,500,,24403.0,24403.0
610,501,,,
611,502,,,
612,503,,,
613,504,,,
614,505,,17722.0,17722.0
615,506,,17722.0,17722.0
616,507,,14635.0,14635.0
617,508,,14635.0,14635.0
618,509,,,
619,510,,,
620,511,,19290.0,19290.0
621,511,,19291.0,19291.0
622,512,,19290.0,19290.0
623,512,,19291.0,19291.0
624,513,,19290.0,19290.0
625,513,,19291.0,19291.0
626,514,,19290.0,19290.0
627,514,,19291.0,19291.0
628,515,,,
629,516,,,
630,517,,19050.0,19050.0
631,518,,19050.0,19050.0
632,519,,,
633,520,,,
634,521,,,
635,522,,,
636,523,,,
637,524,,,
638,525,,,
639,526,,,
640,527,,,
641,528,,,
642,529,,,
643,530,,,
644,531,,,
645,532,,,
646,533,,24402.0,24402.0
647,533,,24403.0,24403.0
648,534,,24402.0,24402.0
649,534,,24403.0,24403.0
650,535,,20793.0,20793.0
651,536,,20793.0,20793.0
652,537,,19319.0,19319.0
653,537,,19320.0,19320.0
654,538,,19319.0,19319.0
655,538,,19320.0,19320.0
656,539,,,
657,540,,,
658,541,,,
659,542,,,
660,543,,,
661,544,,,
662,545,,,
663,546,,,
664,547,,24880.0,24880.0
665,547,,24881.0,24881.0
666,548,,24880.0,24880.0
667,548,,24881.0,24881.0
668,549,,24880.0,24880.0
669,549,,24881.0,24881.0
670,550,,24880.0,24880.0
671,550,,24881.0,24881.0
672,551,,,
673,552,,,
674,553,,,
675,554,,,
676,555,,,
677,556,,,
678,557,,,
679,558,,,
680,559,,13403.0,13403.0
681,560,,13403.0,13403.0
682,561,,,
683,562,,,
684,563,,,
685,564,,,
686,565,,,
687,566,,,
688,567,,,
689,568,,,
690,569,,20674.0,20674.0
691,569,,20675.0,20675.0
692,570,,20674.0,20674.0
693,570,,20675.0,20675.0
694,571,,,
695,572,,,
696,573,,,
697,574,,,
698,575,,,
699,576,,,
700,577,,,
701,578,,,
702,579,,19128.0,19128.0
703,580,,19128.0,19128.0
704,581,,19128.0,19128.0
705,582,,19128.0,19128.0
706,583,,,
707,584,,,
708,585,,,
709,586,,,
710,587,,,
711,588,,,
712,589,,27871.0,27871.0
713,589,,27872.0,27872.0
714,590,,27871.0,27871.0
715,590,,27872.0,27872.0
716,591,,,
717,592,,,
718,593,,,
719,594,,,
720,595,,,
721,596,,,
722,597,,,
723,598,,,
724,599,,,
725,600,,,
726,601,,,
727,602,,,
728,603,,2103.0,2103.0
729,604,,2103.0,2103.0
730,605,,24909.0,24909.0
731,605,,24910.0,24910.0
732,606,,24909.0,24909.0
733,606,,24910.0,24910.0
734,607,,17409.0,17409.0
735,608,,17409.0,17409.0
736,609,,,
737,610,,,
738,611,,18498.0,18498.0
739,612,,18498.0,18498.0
740,613,,,
741,614,,,
742,615,,,
743,616,,,
744,617,,18009.0,18009.0
745,617,,18010.0,18010.0
746,618,,18009.0,18009.0
747,618,,18010.0,18010.0
748,619,,,
749,620,,,
750,621,,,
751,622,,,
752,623,,,
753,624,,,
754,625,,,
755,626,,,
756,627,,,
757,628,,,
758,629,,,
759,630,,,
760,631,,,
761,632,,,
762,633,,,
763,634,,,
764,635,,25353.0,25353.0
765,635,,25354.0,25354.0
766,636,,25353.0,25353.0
767,636,,25354.0,25354.0
768,637,,25353.0,25353.0
769,637,,25354.0,25354.0
770,638,,25353.0,25353.0
771,638,,25354.0,25354.0
772,639,,,
773,640,,,
774,641,,,
775,642,,,
776,643,,25170.0,25170.0
777,643,,25171.0,25171.0
778,644,,25170.0,25170.0
779,644,,25171.0,25171.0
780,645,,,
781,646,,,
782,647,,,
783,648,,,
784,649,,,
785,650,,,
786,651,,,
787,652,,,
788,653,,25438.0,25438.0
789,653,,25439.0,25439.0
790,654,,25438.0,25438.0
791,654,,25439.0,25439.0
792,655,,25438.0,25438.0
793,655,,25439.0,25439.0
794,656,,25438.0,25438.0
795,656,,25439.0,25439.0
796,657,,,
797,658,,,
798,659,,,
799,660,,,
800,661,,,
801,662,,,
802,663,,18421.0,18421.0
803,663,,18422.0,18422.0
804,664,,18421.0,18421.0
805,664,,18422.0,18422.0
806,665,,3703.0,3703.0
807,666,,3703.0,3703.0
808,667,,,
809,668,,,
810,669,,,
811,670,,,
812,671,,,
813,672,,,
814,673,,23739.0,23739.0
815,673,,23740.0,23740.0
816,674,,23739.0,23739.0
817,674,,23740.0,23740.0
818,675,,,
819,676,,,
820,677,,,
821,678,,,
822,679,,,
823,680,,,
824,681,,,
825,682,,,
826,683,,,
827,684,,,
828,685,,18498.0,18498.0
829,686,,18498.0,18498.0
830,687,,25248.0,25248.0
831,687,,25249.0,25249.0
832,688,,25248.0,25248.0
833,688,,25249.0,25249.0
834,689,,13476.0,13476.0
835,689,,13477.0,13477.0
836,690,,13476.0,13476.0
837,690,,13477.0,13477.0
838,691,,,
839,692,,,
840,693,,,
841,694,,,
842,695,,,
843,696,,,
844,697,,25353.0,25353.0
845,697,,25354.0,25354.0
846,698,,25353.0,25353.0
847,698,,25354.0,25354.0
848,699,,3703.0,3703.0
849,700,,3703.0,3703.0
850,701,,21377.0,21377.0
851,702,,21377.0,21377.0
852,703,,,
853,704,,,
854,705,,,
855,706,,,
856,707,,,
857,708,,,
858,709,,20674.0,20674.0
859,709,,20675.0,20675.0
860,710,,20674.0,20674.0
861,710,,20675.0,20675.0
862,711,,,
863,712,,,
864,713,,,
865,714,,,
866,715,,,
867,716,,,
868,717,,,
869,718,,,
870,719,,,
871,720,,,
872,721,,,
873,722,,,
874,723,,,
875,724,,,
876,725,,,
877,726,,,
878,727,,,
879,728,,,
880,729,,,
881,730,,,
882,731,,,
883,732,,,
884,733,,,
885,734,,,
886,735,,,
887,736,,,
888,737,,,
889,738,,,
890,739,,,
891,740,,,
892,741,,,
893,742,,,
894,743,,,
895,744,,,
896,745,,,
897,746,,,
898,747,,18637.0,18637.0
899,748,,18637.0,18637.0
900,749,,,
901,750,,,
902,751,,2497.0,2497.0
903,751,,2498.0,2498.0
904,752,,2497.0,2497.0
905,752,,2498.0,2498.0
906,753,,,
907,754,,,
908,755,,,
909,756,,,
910,757,,,
911,758,,,
912,759,,,
913,760,,,
914,761,,,
915,762,,,
916,763,,,
917,764,,,
918,765,,,
919,766,,,
920,767,,,
921,768,,,
922,769,,,
923,770,,,
924,771,,,
925,772,,,
926,773,,21359.0,21359.0
927,774,,21359.0,21359.0
928,775,,,
929,776,,,
930,777,,,
931,778,,,
932,779,,19128.0,19128.0
933,780,,19128.0,19128.0
934,781,,,
935,782,,,
936,783,,14130.0,14130.0
937,783,,14131.0,14131.0
938,784,,14130.0,14130.0
939,784,,14131.0,14131.0
940,785,,,
941,786,,,
942,787,,,
943,788,,,
944,789,,,
945,790,,,
946,791,,4411.0,4411.0
947,791,,4412.0,4412.0
948,792,,4411.0,4411.0
949,792,,4412.0,4412.0
950,793,,4411.0,4411.0
951,793,,4412.0,4412.0
952,794,,4411.0,4411.0
953,794,,4412.0,4412.0
954,795,,,
955,796,,,
956,797,,,
957,798,,,
958,799,,,
959,800,,,
960,801,,20674.0,20674.0
961,801,,20675.0,20675.0
962,802,,20674.0,20674.0
963,802,,20675.0,20675.0
964,803,,13310.0,13310.0
965,804,,13310.0,13310.0
966,805,,,
967,806,,,
968,807,,2103.0,2103.0
969,808,,2103.0,2103.0
970,809,,,
971,810,,,
972,811,,22588.0,22588.0
973,811,,22589.0,22589.0
974,812,,22588.0,22588.0
975,812,,22589.0,22589.0
976,813,,22588.0,22588.0
977,813,,22589.0,22589.0
978,814,,22588.0,22588.0
979,814,,22589.0,22589.0
980,815,,22588.0,22588.0
981,815,,22589.0,22589.0
982,816,,22588.0,22588.0
983,816,,22589.0,22589.0
984,817,,18498.0,18498.0
985,818,,18498.0,18498.0
986,819,,18498.0,18498.0
987,820,,18498.0,18498.0
988,821,,,
989,822,,,
990,823,,,
991,824,,,
992,825,,,
993,826,,,
994,827,,,
995,828,,,
996,829,,,
997,830,,,
998,831,,,
999,832,,,
1000,833,,,
1001,834,,,
1002,835,,,
1003,836,,,
1004,837,,,
1005,838,,,
1006,839,,,
1007,840,,,
1008,841,,,
1009,842,,,
1010,843,,,
1011,844,,,
1012,845,,,
1013,846,,,
1014,847,,,
1015,848,,,
1016,849,,,
1017,850,,,
1018,851,,,
1019,852,,,
1020,853,,,
1021,854,,,
1022,855,,,
1023,856,,,
1024,857,,,
1025,858,,,
1026,859,,20615.0,20615.0
1027,859,,20616.0,20616.0
1028,860,,20615.0,20615.0
1029,860,,20616.0,20616.0
1030,861,,,
1031,862,,,
1032,863,,19035.0,19035.0
1033,864,,19035.0,19035.0
1034,865,,25058.0,25058.0
1035,865,,25059.0,25059.0
1036,866,,25058.0,25058.0
1037,866,,25059.0,25059.0
1038,867,,25058.0,25058.0
1039,867,,25059.0,25059.0
1040,868,,25058.0,25058.0
1041,868,,25059.0,25059.0
1042,869,,25058.0,25058.0
1043,869,,25059.0,25059.0
1044,870,,25058.0,25058.0
1045,870,,25059.0,25059.0
1046,871,,25058.0,25058.0
1047,871,,25059.0,25059.0
1048,872,,25058.0,25058.0
1049,872,,25059.0,25059.0
1050,873,,25058.0,25058.0
1051,873,,25059.0,25059.0
1052,874,,25058.0,25058.0
1053,874,,25059.0,25059.0
1054,875,,25058.0,25058.0
1055,875,,25059.0,25059.0
1056,876,,25058.0,25058.0
1057,876,,25059.0,25059.0
1058,877,,,
1059,878,,,
1060,879,,,
1061,880,,,
1062,881,,,
1063,882,,,
1064,883,,,
1065,884,,,
1066,885,,,
1067,886,,,
1068,887,,,
1069,888,,,
1070,889,,,
1071,890,,,
1072,891,,19734.0,19734.0
1073,891,,19735.0,19735.0
1074,892,,19734.0,19734.0
1075,892,,19735.0,19735.0
1076,893,,,
1077,894,,,
1078,895,,1779.0,1779.0
1079,896,,1779.0,1779.0
1080,897,,,
1081,898,,,
1082,899,,,
1083,900,,,
1084,901,,13476.0,13476.0
1085,901,,13477.0,13477.0
1086,902,,13476.0,13476.0
1087,902,,13477.0,13477.0
1088,903,,,
1089,904,,,
1090,905,,,
1091,906,,,
1092,907,,,
1093,908,,,
1094,909,,,
1095,910,,,
1096,911,,,
1097,912,,,
1098,913,,,
1099,914,,,
1100,915,,,
1101,916,,,
1102,917,,,
1103,918,,,
1104,919,,,
1105,920,,,
1106,921,,,
1107,922,,,
1108,923,,23470.0,23470.0
1109,923,,23471.0,23471.0
1110,924,,23470.0,23470.0
1111,924,,23471.0,23471.0
1112,925,,,
1113,926,,,
1114,927,,13731.0,13731.0
1115,927,,13732.0,13732.0
1116,928,,13731.0,13731.0
1117,928,,13732.0,13732.0
1118,929,,,
1119,930,,,
1120,931,,19143.0,19143.0
1121,932,,19143.0,19143.0
1122,933,,,
1123,934,,,
1124,935,,,
1125,936,,,
1126,937,,9238.0,9238.0
1127,938,,9238.0,9238.0
1128,939,,13227.0,13227.0
1129,940,,13227.0,13227.0
1130,941,,3697.0,3697.0
1131,942,,3697.0,3697.0
1132,943,,,
1133,944,,,
1134,945,,,
1135,946,,,
1136,947,,,
1137,948,,,
1138,949,,,
1139,950,,,
1140,951,,,
1141,952,,,
1142,953,,25275.0,25275.0
1143,953,,25276.0,25276.0
1144,954,,25275.0,25275.0
1145,954,,25276.0,25276.0
1146,955,,,
1147,956,,,
1148,957,,,
1149,958,,,
1150,959,,,
1151,960,,,
1152,961,,,
1153,962,,,
1154,963,,,
1155,964,,,
1156,965,,,
1157,966,,,
1158,967,,24402.0,24402.0
1159,967,,24403.0,24403.0
1160,968,,24402.0,24402.0
1161,968,,24403.0,24403.0
1162,969,,26976.0,26976.0
1163,969,,26977.0,26977.0
1164,970,,26976.0,26976.0
1165,970,,26977.0,26977.0
1166,971,,,
1167,972,,,
1168,973,,,
1169,974,,,
1170,975,,,
1171,976,,,
1172,977,,,
1173,978,,,
1174,979,,19128.0,19128.0
1175,980,,19128.0,19128.0
1176,981,,19128.0,19128.0
1177,982,,19128.0,19128.0
1178,983,,19128.0,19128.0
1179,984,,19128.0,19128.0
1180,985,,,
1181,986,,,
1182,987,,20674.0,20674.0
1183,987,,20675.0,20675.0
1184,988,,20674.0,20674.0
1185,988,,20675.0,20675.0
1186,989,,,
1187,990,,,
1188,991,,25238.0,25238.0
1189,991,,25239.0,25239.0
1190,992,,25238.0,25238.0
1191,992,,25239.0,25239.0
1192,993,,25931.0,25931.0
1193,993,,25932.0,25932.0
1194,994,,25931.0,25931.0
1195,994,,25932.0,25932.0
1196,995,,18498.0,18498.0
1197,996,,18498.0,18498.0
1198,997,,,
1199,998,,,
1200,999,,,
1201,1000,,,
1202,1001,,,
1203,1002,,,
1204,1003,,,
1205,1004,,,
1206,1005,,,
1207,1006,,,
1208,1007,,,
1209,1008,,,
1210,1009,,,
1211,1010,,,
1212,1011,,,
1213,1012,,,
1214,1013,,,
1215,1014,,,
1216,1015,,,
1217,1016,,,
1218,1017,,,
1219,1018,,,
1220,1019,,,
1221,1020,,,
1222,1021,,,
1223,1022,,,
1224,1023,,,
1225,1024,,,
1226,1025,,,
1227,1026,,,
1228,1027,,,
1229,1028,,,
1230,1029,,,
1231,1030,,,
1232,1031,,,
1233,1032,,,
1234,1033,,,
1235,1034,,,
1236,1035,,,
1237,1036,,,
1238,1037,,,
1239,1038,,,
1240,1039,,,
1241,1040,,,
1242,1041,,,
1243,1042,,,
1244,1043,,,
1245,1044,,,
1246,1045,,,
1247,1046,,,
1248,1047,,,
1249,1048,,,
1250,1049,,,
1251,1050,,,
1252,1051,,,
1253,1052,,,
1254,1053,,,
1255,1054,,,
1256,1055,,,
1257,1056,,,
1258,1057,,,
1259,1058,,,
1260,1059,,,
1261,1060,,,
1262,1061,,,
1263,1062,,,
1264,1063,,,
1265,1064,,,
1266,1065,,,
1267,1066,,,
1268,1067,,,
1269,1068,,,
1270,1069,,,
1271,1070,,,
1272,1071,,,
1273,1072,,,
1274,1073,,,
1275,1074,,,
1276,1075,,,
1277,1076,,,
1278,1077,,,
1279,1078,,,
1280,1079,,,
1281,1080,,,
1282,1081,,,
1283,1082,,,
1284,1083,,19172.0,19172.0
1285,1084,,19172.0,19172.0
1286,1085,,26756.0,26756.0
1287,1085,,26757.0,26757.0
1288,1086,,26756.0,26756.0
1289,1086,,26757.0,26757.0
1290,1087,,3626.0,3626.0
1291,1088,,3626.0,3626.0
1292,1089,,,
1293,1090,,,
1294,1091,,,
1295,1092,,,
1296,1093,,,
1297,1094,,,
1298,1095,,,
1299,1096,,,
1300,1097,,,
1301,1098,,,
1302,1099,,25642.0,25642.0
1303,1099,,25643.0,25643.0
1304,1100,,25642.0,25642.0
1305,1100,,25643.0,25643.0
1306,1101,,,
