,SK_Pedidos,en_destino,en_origem,SK_Localizacoes
48832,39807,,24519.0,24519.0
48833,39808,,21377.0,21377.0
48834,39809,,,
48835,39810,,25381.0,25381.0
48836,39810,,25382.0,25382.0
48837,39811,,,
48838,39812,,,
48839,39813,,,
48840,39814,,,
48841,39815,,,
48842,39816,,20278.0,20278.0
48843,39816,,20279.0,20279.0
48844,39817,,,
48845,39818,,16127.0,16127.0
48846,39818,,16128.0,16128.0
48847,39819,,,
48848,39820,,25381.0,25381.0
48849,39820,,25382.0,25382.0
48850,39821,,,
48851,39822,,,
48852,39823,,24333.0,24333.0
48853,39823,,24334.0,24334.0
48854,39824,,20674.0,20674.0
48855,39824,,20675.0,20675.0
48856,39825,,,
48857,39826,,17468.0,17468.0
48858,39826,,17469.0,17469.0
48859,39827,,,
48860,39828,,13476.0,13476.0
48861,39828,,13477.0,13477.0
48862,39829,,19128.0,19128.0
48863,39830,,19883.0,19883.0
48864,39831,,,
48865,39832,,14072.0,14072.0
48866,39833,,,
48867,39834,,24402.0,24402.0
48868,39834,,24403.0,24403.0
48869,39835,,18937.0,18937.0
48870,39836,,,
48871,39837,,,
48872,39838,,,
48873,39839,,,
48874,39840,,18009.0,18009.0
48875,39840,,18010.0,18010.0
48876,39841,,,
48877,39842,,19964.0,19964.0
48878,39842,,19965.0,19965.0
48879,39843,,,
48880,39844,,,
48881,39845,,,
48882,39846,,,
48883,39847,,,
48884,39848,,,
48885,39849,,,
48886,39850,,23470.0,23470.0
48887,39850,,23471.0,23471.0
48888,39851,,,
48889,39852,,19290.0,19290.0
48890,39852,,19291.0,19291.0
48891,39853,,24518.0,24518.0
48892,39853,,24519.0,24519.0
48893,39854,,,
48894,39855,,,
48895,39856,,,
48896,39857,,,
48897,39858,,3713.0,3713.0
48898,39859,,,
48899,39860,,,
48900,39861,,19167.0,19167.0
48901,39862,,18393.0,18393.0
48902,39863,,,
48903,39864,,,
48904,39865,,2207.0,2207.0
48905,39865,,2208.0,2208.0
48906,39866,,11037.0,11037.0
48907,39867,,18498.0,18498.0
48908,39868,,18498.0,18498.0
48909,39869,,13727.0,13727.0
48910,39869,,13728.0,13728.0
48911,39870,,,
48912,39871,,22934.0,22934.0
48913,39871,,22935.0,22935.0
48914,39872,,2261.0,2261.0
48915,39872,,2262.0,2262.0
48916,39873,,,
48917,39874,,,
48918,39875,,,
48919,39876,,,
48920,39877,,,
48921,39878,,11689.0,11689.0
48922,39879,,,
48923,39880,,,
48924,39881,,19503.0,19503.0
48925,39882,,,
48926,39883,,19128.0,19128.0
48927,39884,,13310.0,13310.0
48928,39885,,1735.0,1735.0
48929,39885,,1736.0,1736.0
48930,39886,,,
48931,39887,,20674.0,20674.0
48932,39887,,20675.0,20675.0
48933,39888,,,
48934,39889,,,
48935,39890,,,
48936,39891,,24460.0,24460.0
48937,39891,,24461.0,24461.0
48938,39892,,,
48939,39893,,,
48940,39894,,19290.0,19290.0
48941,39894,,19291.0,19291.0
48942,39895,,19128.0,19128.0
48943,39896,,18141.0,18141.0
48944,39896,,18142.0,18142.0
48945,39897,,,
48946,39898,,,
48947,39899,,,
48948,39900,,19128.0,19128.0
48949,39901,,25381.0,25381.0
48950,39901,,25382.0,25382.0
48951,39902,,,
48952,39903,,,
48953,39904,,20674.0,20674.0
48954,39904,,20675.0,20675.0
48955,39905,,,
48956,39906,,,
48957,39907,,,
48958,39908,,,
48959,39909,,18388.0,18388.0
48960,39910,,18388.0,18388.0
48961,39911,,20577.0,20577.0
48962,39911,,20578.0,20578.0
48963,39912,,18520.0,18520.0
48964,39913,,,
48965,39914,,,
48966,39915,,1879.0,1879.0
48967,39916,,3697.0,3697.0
48968,39917,,,
48969,39918,,,
48970,39919,,,
48971,39920,,27687.0,27687.0
48972,39920,,27688.0,27688.0
48973,39921,,,
48974,39922,,3685.0,3685.0
48975,39923,,,
48976,39924,,20371.0,20371.0
48977,39925,,,
48978,39926,,,
48979,39927,,25381.0,25381.0
48980,39927,,25382.0,25382.0
48981,39928,,25381.0,25381.0
48982,39928,,25382.0,25382.0
48983,39929,,20772.0,20772.0
48984,39930,,27687.0,27687.0
48985,39930,,27688.0,27688.0
48986,39931,,,
48987,39932,,17677.0,17677.0
48988,39933,,,
48989,39934,,20251.0,20251.0
48990,39934,,20252.0,20252.0
48991,39934,,20253.0,20253.0
48992,39934,,20254.0,20254.0
48993,39935,,24361.0,24361.0
48994,39935,,24362.0,24362.0
48995,39936,,19883.0,19883.0
48996,39937,,18127.0,18127.0
48997,39937,,18128.0,18128.0
48998,39938,,,
48999,39939,,2877.0,2877.0
49000,39940,,20431.0,20431.0
49001,39940,,20432.0,20432.0
49002,39941,,25321.0,25321.0
49003,39941,,25322.0,25322.0
49004,39942,,,
49005,39943,,3643.0,3643.0
49006,39944,,,
49007,39945,,,
49008,39946,,22517.0,22517.0
49009,39946,,22518.0,22518.0
49010,39947,,21210.0,21210.0
49011,39947,,21211.0,21211.0
49012,39948,,22517.0,22517.0
49013,39948,,22518.0,22518.0
49014,39949,,,
49015,39950,,,
49016,39951,,,
49017,39952,,,
49018,39953,,19409.0,19409.0
49019,39954,,,
49020,39955,,,
49021,39956,,2451.0,2451.0
49022,39957,,,
49023,39958,,,
49024,39959,,,
49025,39960,,,
49026,39961,,19734.0,19734.0
49027,39961,,19735.0,19735.0
49028,39962,,,
49029,39963,,,
49030,39964,,,
49031,39965,,27736.0,27736.0
49032,39965,,27737.0,27737.0
49033,39966,,27736.0,27736.0
49034,39966,,27737.0,27737.0
49035,39967,,2584.0,2584.0
49036,39967,,2585.0,2585.0
49037,39968,,,
49038,39969,,19883.0,19883.0
49039,39970,,,
49040,39971,,1988.0,1988.0
49041,39972,,17716.0,17716.0
49042,39973,,19172.0,19172.0
49043,39974,,,
49044,39975,,,
49045,39976,,19128.0,19128.0
49046,39977,,26615.0,26615.0
49047,39977,,26616.0,26616.0
49048,39978,,26615.0,26615.0
49049,39978,,26616.0,26616.0
49050,39979,,24226.0,24226.0
49051,39979,,24227.0,24227.0
49052,39980,,,
49053,39981,,20674.0,20674.0
49054,39981,,20675.0,20675.0
49055,39982,,19050.0,19050.0
49056,39983,,,
49057,39984,,,
49058,39985,,24518.0,24518.0
49059,39985,,24519.0,24519.0
49060,39986,,,
49061,39987,,,
49062,39988,,,
49063,39989,,,
49064,39990,,,
49065,39991,,,
49066,39992,,25506.0,25506.0
49067,39993,,,
49068,39994,,,
49069,39995,,,
49070,39996,,,
49071,39997,,25353.0,25353.0
49072,39997,,25354.0,25354.0
49073,39998,,,
49074,39999,,,
49075,40000,,,
49076,40001,,,
49077,40002,,,
49078,40003,,,
49079,40004,,18710.0,18710.0
49080,40004,,18711.0,18711.0
49081,40005,,,
49082,40006,,,
49083,40007,,22166.0,22166.0
49084,40007,,22167.0,22167.0
49085,40008,,23335.0,23335.0
49086,40008,,23336.0,23336.0
49087,40009,,,
49088,40010,,21435.0,21435.0
49089,40011,,,
49090,40012,,20596.0,20596.0
49091,40012,,20597.0,20597.0
49092,40013,,25252.0,25252.0
49093,40013,,25253.0,25253.0
49094,40014,,,
49095,40015,,22487.0,22487.0
49096,40015,,22488.0,22488.0
49097,40016,,,
49098,40017,,17722.0,17722.0
49099,40018,,11573.0,11573.0
49100,40019,,,
49101,40020,,,
49102,40021,,,
49103,40022,,,
49104,40023,,19128.0,19128.0
49105,40024,,,
49106,40025,,27375.0,27375.0
49107,40025,,27376.0,27376.0
49108,40026,,17123.0,17123.0
49109,40027,,19886.0,19886.0
49110,40028,,,
49111,40029,,1419.0,1419.0
49112,40030,,21859.0,21859.0
49113,40030,,21860.0,21860.0
49114,40031,,,
49115,40032,,19128.0,19128.0
49116,40033,,19128.0,19128.0
49117,40034,,,
49118,40035,,,
49119,40036,,25381.0,25381.0
49120,40036,,25382.0,25382.0
49121,40037,,25381.0,25381.0
49122,40037,,25382.0,25382.0
49123,40038,,,
49124,40039,,19128.0,19128.0
49125,40040,,19128.0,19128.0
49126,40041,,22718.0,22718.0
49127,40041,,22719.0,22719.0
49128,40042,,,
49129,40043,,19734.0,19734.0
49130,40043,,19735.0,19735.0
49131,40044,,,
49132,40045,,20615.0,20615.0
49133,40045,,20616.0,20616.0
49134,40046,,19169.0,19169.0
49135,40047,,,
49136,40048,,,
49137,40049,,18498.0,18498.0
49138,40050,,,
49139,40051,,,
49140,40052,,,
49141,40053,,,
49142,40054,,,
49143,40055,,,
49144,40056,,,
49145,40057,,,
49146,40058,,,
49147,40059,,3703.0,3703.0
49148,40060,,19883.0,19883.0
49149,40061,,19319.0,19319.0
49150,40061,,19320.0,19320.0
49151,40062,,,
49152,40063,,20600.0,20600.0
49153,40063,,20601.0,20601.0
49154,40064,,,
49155,40065,,,
49156,40066,,,
49157,40067,,18498.0,18498.0
49158,40068,,,
49159,40069,,25248.0,25248.0
49160,40069,,25249.0,25249.0
49161,40070,,25248.0,25248.0
49162,40070,,25249.0,25249.0
49163,40071,,,
49164,40072,,,
49165,40073,,,
49166,40074,,20674.0,20674.0
49167,40074,,20675.0,20675.0
49168,40075,,19728.0,19728.0
49169,40075,,19729.0,19729.0
49170,40076,,19409.0,19409.0
49171,40077,,,
49172,40078,,,
49173,40079,,,
49174,40080,,,
49175,40081,,,
49176,40082,,17712.0,17712.0
49177,40083,,20674.0,20674.0
49178,40083,,20675.0,20675.0
49179,40084,,25379.0,25379.0
49180,40084,,25380.0,25380.0
49181,40085,,19319.0,19319.0
49182,40085,,19320.0,19320.0
49183,40086,,,
49184,40087,,18498.0,18498.0
49185,40088,,,
49186,40089,,,
49187,40090,,,
49188,40091,,,
49189,40092,,18498.0,18498.0
49190,40093,,,
49191,40094,,,
49192,40095,,17985.0,17985.0
49193,40096,,24460.0,24460.0
49194,40096,,24461.0,24461.0
49195,40097,,,
49196,40098,,26028.0,26028.0
49197,40098,,26029.0,26029.0
49198,40099,,19883.0,19883.0
49199,40100,,17116.0,17116.0
49200,40101,,,
49201,40102,,,
49202,40103,,21638.0,21638.0
49203,40104,,,
49204,40105,,22166.0,22166.0
49205,40105,,22167.0,22167.0
49206,40106,,22166.0,22166.0
49207,40106,,22167.0,22167.0
49208,40107,,,
49209,40108,,24931.0,24931.0
49210,40108,,24932.0,24932.0
49211,40109,,20674.0,20674.0
49212,40109,,20675.0,20675.0
49213,40110,,11037.0,11037.0
49214,40111,,,
49215,40112,,,
49216,40113,,,
49217,40114,,,
49218,40115,,,
49219,40116,,,
49220,40117,,,
49221,40118,,,
49222,40119,,18805.0,18805.0
49223,40120,,,
49224,40121,,,
49225,40122,,19883.0,19883.0
49226,40123,,18498.0,18498.0
49227,40124,,,
49228,40125,,,
49229,40126,,,
49230,40127,,,
49231,40128,,25238.0,25238.0
49232,40128,,25239.0,25239.0
49233,40129,,15848.0,15848.0
49234,40129,,15849.0,15849.0
49235,40130,,,
49236,40131,,19128.0,19128.0
49237,40132,,,
49238,40133,,,
49239,40134,,19409.0,19409.0
49240,40135,,19409.0,19409.0
49241,40136,,25248.0,25248.0
49242,40136,,25249.0,25249.0
49243,40137,,,
49244,40138,,19388.0,19388.0
49245,40139,,,
49246,40140,,,
49247,40141,,20674.0,20674.0
49248,40141,,20675.0,20675.0
49249,40142,,17977.0,17977.0
49250,40143,,9740.0,9740.0
49251,40143,,9741.0,9741.0
49252,40144,,9740.0,9740.0
49253,40144,,9741.0,9741.0
49254,40145,,22172.0,22172.0
49255,40145,,22173.0,22173.0
49256,40146,,,
49257,40147,,,
49258,40148,,,
49259,40149,,,
49260,40150,,,
49261,40151,,16630.0,16630.0
49262,40151,,16631.0,16631.0
49263,40152,,25238.0,25238.0
49264,40152,,25239.0,25239.0
49265,40153,,,
49266,40154,,,
49267,40155,,19886.0,19886.0
49268,40156,,,
49269,40157,,,
49270,40158,,18421.0,18421.0
49271,40158,,18422.0,18422.0
49272,40159,,,
49273,40160,,,
49274,40161,,,
49275,40162,,,
49276,40163,,,
49277,40164,,,
49278,40165,,,
49279,40166,,,
49280,40167,,,
49281,40168,,,
49282,40169,,14079.0,14079.0
49283,40170,,19172.0,19172.0
49284,40171,,26534.0,26534.0
49285,40171,,26535.0,26535.0
49286,40172,,,
49287,40173,,,
49288,40174,,,
49289,40175,,6886.0,6886.0
49290,40175,,6887.0,6887.0
49291,40176,,23470.0,23470.0
49292,40176,,23471.0,23471.0
49293,40177,,24402.0,24402.0
49294,40177,,24403.0,24403.0
49295,40178,,24333.0,24333.0
49296,40178,,24334.0,24334.0
49297,40179,,,
49298,40180,,,
49299,40181,,,
49300,40182,,2584.0,2584.0
49301,40182,,2585.0,2585.0
49302,40183,,,
49303,40184,,25747.0,25747.0
49304,40184,,25748.0,25748.0
49305,40185,,,
49306,40186,,21210.0,21210.0
49307,40186,,21211.0,21211.0
49308,40187,,,
49309,40188,,,
49310,40189,,22501.0,22501.0
49311,40189,,22502.0,22502.0
49312,40190,,22501.0,22501.0
49313,40190,,22502.0,22502.0
49314,40191,,22832.0,22832.0
49315,40191,,22833.0,22833.0
49316,40192,,,
49317,40193,,19128.0,19128.0
49318,40194,,1758.0,1758.0
49319,40195,,,
49320,40196,,18498.0,18498.0
49321,40197,,18805.0,18805.0
49322,40198,,,
49323,40199,,,
49324,40200,,15627.0,15627.0
49325,40200,,15628.0,15628.0
49326,40201,,,
49327,40202,,,
49328,40203,,,
49329,40204,,,
49330,40205,,,
49331,40206,,,
49332,40207,,,
49333,40208,,,
49334,40209,,,
49335,40210,,25238.0,25238.0
49336,40210,,25239.0,25239.0
49337,40211,,20674.0,20674.0
49338,40211,,20675.0,20675.0
49339,40212,,18714.0,18714.0
49340,40212,,18715.0,18715.0
49341,40213,,20371.0,20371.0
49342,40214,,,
49343,40215,,,
49344,40216,,,
49345,40217,,20674.0,20674.0
49346,40217,,20675.0,20675.0
49347,40218,,,
49348,40219,,,
49349,40220,,24402.0,24402.0
49350,40220,,24403.0,24403.0
49351,40221,,24455.0,24455.0
49352,40221,,24456.0,24456.0
49353,40222,,,
49354,40223,,13403.0,13403.0
49355,40224,,13403.0,13403.0
49356,40225,,3700.0,3700.0
49357,40226,,18498.0,18498.0
49358,40227,,,
49359,40228,,1156.0,1156.0
49360,40229,,22808.0,22808.0
49361,40229,,22809.0,22809.0
49362,40230,,,
49363,40231,,,
49364,40232,,,
49365,40233,,,
49366,40234,,15328.0,15328.0
49367,40234,,15329.0,15329.0
49368,40235,,,
49369,40236,,,
49370,40237,,,
49371,40238,,24402.0,24402.0
49372,40238,,24403.0,24403.0
49373,40239,,17677.0,17677.0
49374,40240,,,
49375,40241,,,
49376,40242,,,
49377,40243,,,
49378,40244,,19128.0,19128.0
49379,40245,,,
49380,40246,,,
49381,40247,,,
49382,40248,,,
49383,40249,,,
49384,40250,,19883.0,19883.0
49385,40251,,25747.0,25747.0
49386,40251,,25748.0,25748.0
49387,40252,,21859.0,21859.0
49388,40252,,21860.0,21860.0
49389,40253,,,
49390,40254,,11037.0,11037.0
49391,40255,,,
49392,40256,,,
49393,40257,,17712.0,17712.0
49394,40258,,,
49395,40259,,19170.0,19170.0
49396,40260,,18728.0,18728.0
49397,40260,,18729.0,18729.0
49398,40261,,,
49399,40262,,21377.0,21377.0
49400,40263,,,
49401,40264,,,
49402,40265,,,
49403,40266,,,
49404,40267,,19150.0,19150.0
49405,40268,,3619.0,3619.0
49406,40269,,,
49407,40270,,19128.0,19128.0
49408,40271,,19319.0,19319.0
49409,40271,,19320.0,19320.0
49410,40272,,16867.0,16867.0
49411,40273,,,
49412,40274,,,
49413,40275,,,
49414,40276,,,
49415,40277,,25747.0,25747.0
49416,40277,,25748.0,25748.0
49417,40278,,,
49418,40279,,,
49419,40280,,,
49420,40281,,,
49421,40282,,,
49422,40283,,20437.0,20437.0
49423,40283,,20438.0,20438.0
49424,40284,,,
49425,40285,,,
49426,40286,,,
49427,40287,,,
49428,40288,,,
49429,40289,,,
49430,40290,,,
49431,40291,,,
49432,40292,,20674.0,20674.0
49433,40292,,20675.0,20675.0
49434,40293,,22048.0,22048.0
49435,40293,,22049.0,22049.0
49436,40294,,,
49437,40295,,21377.0,21377.0
49438,40296,,20674.0,20674.0
49439,40296,,20675.0,20675.0
49440,40297,,25238.0,25238.0
49441,40297,,25239.0,25239.0
49442,40298,,21351.0,21351.0
49443,40298,,21352.0,21352.0
49444,40299,,,
49445,40300,,,
49446,40301,,27871.0,27871.0
49447,40301,,27872.0,27872.0
49448,40302,,27871.0,27871.0
49449,40302,,27872.0,27872.0
49450,40303,,21020.0,21020.0
49451,40303,,21021.0,21021.0
49452,40304,,,
49453,40305,,,
49454,40306,,18498.0,18498.0
49455,40307,,18421.0,18421.0
49456,40307,,18422.0,18422.0
49457,40308,,19263.0,19263.0
49458,40308,,19264.0,19264.0
49459,40309,,,
49460,40310,,,
49461,40311,,,
49462,40312,,,
49463,40313,,,
49464,40314,,,
49465,40315,,1947.0,1947.0
49466,40315,,1948.0,1948.0
49467,40316,,2936.0,2936.0
49468,40317,,,
49469,40318,,,
49470,40319,,2103.0,2103.0
49471,40320,,,
49472,40321,,,
49473,40322,,2207.0,2207.0
49474,40322,,2208.0,2208.0
49475,40323,,,
49476,40324,,,
49477,40325,,,
49478,40326,,20772.0,20772.0
49479,40327,,25596.0,25596.0
49480,40327,,25597.0,25597.0
49481,40328,,25596.0,25596.0
49482,40328,,25597.0,25597.0
49483,40329,,19128.0,19128.0
49484,40330,,,
49485,40331,,,
49486,40332,,24402.0,24402.0
49487,40332,,24403.0,24403.0
49488,40333,,,
49489,40334,,,
49490,40335,,23470.0,23470.0
49491,40335,,23471.0,23471.0
49492,40336,,17409.0,17409.0
49493,40337,,,
49494,40338,,25353.0,25353.0
49495,40338,,25354.0,25354.0
49496,40339,,,
49497,40340,,,
49498,40341,,,
49499,40342,,,
49500,40343,,,
49501,40344,,25238.0,25238.0
49502,40344,,25239.0,25239.0
49503,40345,,,
49504,40346,,,
49505,40347,,,
49506,40348,,,
49507,40349,,,
49508,40350,,24402.0,24402.0
49509,40350,,24403.0,24403.0
49510,40351,,,
49511,40352,,,
49512,40353,,,
49513,40354,,19883.0,19883.0
49514,40355,,,
49515,40356,,,
49516,40357,,,
49517,40358,,,
49518,40359,,18388.0,18388.0
49519,40360,,,
49520,40361,,,
49521,40362,,,
49522,40363,,,
49523,40364,,,
49524,40365,,18421.0,18421.0
49525,40365,,18422.0,18422.0
49526,40366,,27301.0,27301.0
49527,40366,,27302.0,27302.0
49528,40367,,,
49529,40368,,,
49530,40369,,21258.0,21258.0
49531,40369,,21259.0,21259.0
49532,40370,,17176.0,17176.0
49533,40371,,,
49534,40372,,18604.0,18604.0
49535,40372,,18605.0,18605.0
49536,40373,,26534.0,26534.0
49537,40373,,26535.0,26535.0
49538,40374,,25642.0,25642.0
49539,40374,,25643.0,25643.0
49540,40375,,23951.0,23951.0
49541,40375,,23952.0,23952.0
49542,40376,,,
49543,40377,,,
49544,40378,,,
49545,40379,,13310.0,13310.0
49546,40380,,,
49547,40381,,,
49548,40382,,,
49549,40383,,,
49550,40384,,,
49551,40385,,,
49552,40386,,,
49553,40387,,,
49554,40388,,,
49555,40389,,18498.0,18498.0
49556,40390,,,
49557,40391,,,
49558,40392,,19169.0,19169.0
49559,40393,,,
49560,40394,,,
49561,40395,,2563.0,2563.0
49562,40395,,2564.0,2564.0
49563,40396,,,
49564,40397,,,
49565,40398,,25238.0,25238.0
49566,40398,,25239.0,25239.0
49567,40399,,,
49568,40400,,,
49569,40401,,,
49570,40402,,,
49571,40403,,13335.0,13335.0
49572,40403,,13336.0,13336.0
49573,40404,,,
49574,40405,,,
49575,40406,,,
49576,40407,,,
49577,40408,,,
49578,40409,,,
49579,40410,,,
49580,40411,,19150.0,19150.0
49581,40412,,,
49582,40413,,,
49583,40414,,,
49584,40415,,,
49585,40416,,,
49586,40417,,20674.0,20674.0
49587,40417,,20675.0,20675.0
49588,40418,,25015.0,25015.0
49589,40419,,,
49590,40420,,,
49591,40421,,,
49592,40422,,,
49593,40423,,,
49594,40424,,,
49595,40425,,,
49596,40426,,,
49597,40427,,13476.0,13476.0
49598,40427,,13477.0,13477.0
49599,40428,,13476.0,13476.0
49600,40428,,13477.0,13477.0
49601,40429,,19128.0,19128.0
49602,40430,,,
49603,40431,,,
49604,40432,,,
49605,40433,,,
49606,40434,,,
49607,40435,,,
49608,40436,,20733.0,20733.0
49609,40437,,18604.0,18604.0
49610,40437,,18605.0,18605.0
49611,40438,,,
49612,40439,,,
49613,40440,,18498.0,18498.0
49614,40441,,,
49615,40442,,,
49616,40443,,25248.0,25248.0
49617,40443,,25249.0,25249.0
49618,40444,,11037.0,11037.0
49619,40445,,,
49620,40446,,24402.0,24402.0
49621,40446,,24403.0,24403.0
49622,40447,,19128.0,19128.0
49623,40448,,,
49624,40449,,,
49625,40450,,24729.0,24729.0
49626,40450,,24730.0,24730.0
49627,40451,,,
49628,40452,,20685.0,20685.0
49629,40453,,,
49630,40454,,25252.0,25252.0
49631,40454,,25253.0,25253.0
49632,40455,,,
49633,40456,,23470.0,23470.0
49634,40456,,23471.0,23471.0
49635,40457,,,
49636,40458,,,
49637,40459,,26534.0,26534.0
49638,40459,,26535.0,26535.0
49639,40460,,27408.0,27408.0
49640,40460,,27409.0,27409.0
49641,40461,,,
49642,40462,,,
49643,40463,,6062.0,6062.0
49644,40463,,6063.0,6063.0
49645,40464,,,
49646,40465,,,
49647,40466,,19050.0,19050.0
49648,40467,,959.0,959.0
49649,40468,,13476.0,13476.0
49650,40468,,13477.0,13477.0
49651,40469,,,
49652,40470,,19850.0,19850.0
49653,40471,,,
49654,40472,,24931.0,24931.0
49655,40472,,24932.0,24932.0
49656,40473,,19886.0,19886.0
49657,40474,,,
49658,40475,,23951.0,23951.0
49659,40475,,23952.0,23952.0
49660,40476,,1721.0,1721.0
49661,40476,,1722.0,1722.0
49662,40477,,25289.0,25289.0
49663,40477,,25290.0,25290.0
49664,40478,,,
49665,40479,,,
49666,40480,,18498.0,18498.0
49667,40481,,23470.0,23470.0
49668,40481,,23471.0,23471.0
49669,40482,,25833.0,25833.0
49670,40482,,25834.0,25834.0
49671,40483,,,
49672,40484,,,
49673,40485,,,
49674,40486,,,
49675,40487,,,
49676,40488,,19503.0,19503.0
49677,40489,,,
49678,40490,,,
49679,40491,,,
49680,40492,,18498.0,18498.0
49681,40493,,,
49682,40494,,27007.0,27007.0
49683,40494,,27008.0,27008.0
49684,40495,,,
49685,40496,,18009.0,18009.0
49686,40496,,18010.0,18010.0
49687,40497,,,
49688,40498,,17123.0,17123.0
49689,40499,,,
49690,40500,,,
49691,40501,,,
49692,40502,,,
49693,40503,,,
49694,40504,,,
49695,40505,,,
49696,40506,,,
49697,40507,,,
49698,40508,,24402.0,24402.0
49699,40508,,24403.0,24403.0
49700,40509,,12977.0,12977.0
49701,40510,,23470.0,23470.0
49702,40510,,23471.0,23471.0
49703,40511,,1273.0,1273.0
49704,40512,,,
49705,40513,,25353.0,25353.0
49706,40513,,25354.0,25354.0
49707,40514,,,
49708,40515,,,
49709,40516,,,
49710,40517,,,
49711,40518,,21468.0,21468.0
49712,40519,,,
49713,40520,,,
49714,40521,,,
49715,40522,,,
49716,40523,,,
49717,40524,,20027.0,20027.0
49718,40524,,20028.0,20028.0
49719,40525,,20027.0,20027.0
49720,40525,,20028.0,20028.0
49721,40526,,,
49722,40527,,19883.0,19883.0
49723,40528,,,
49724,40529,,,
49725,40530,,19050.0,19050.0
49726,40531,,18498.0,18498.0
49727,40532,,,
49728,40533,,,
49729,40534,,,
49730,40535,,,
49731,40536,,,
49732,40537,,,
49733,40538,,,
49734,40539,,,
49735,40540,,,
49736,40541,,2103.0,2103.0
49737,40542,,,
49738,40543,,,
49739,40544,,14481.0,14481.0
49740,40545,,,
49741,40546,,,
49742,40547,,,
49743,40548,,,
49744,40549,,21915.0,21915.0
49745,40550,,,
49746,40551,,20797.0,20797.0
49747,40552,,,
49748,40553,,,
49749,40554,,,
49750,40555,,1779.0,1779.0
49751,40556,,1779.0,1779.0
49752,40557,,17973.0,17973.0
49753,40558,,,
49754,40559,,18498.0,18498.0
49755,40560,,,
49756,40561,,24518.0,24518.0
49757,40561,,24519.0,24519.0
49758,40562,,,
49759,40563,,,
49760,40564,,,
49761,40565,,23739.0,23739.0
49762,40565,,23740.0,23740.0
49763,40566,,24402.0,24402.0
49764,40566,,24403.0,24403.0
49765,40567,,,
49766,40568,,17290.0,17290.0
49767,40569,,,
49768,40570,,19128.0,19128.0
49769,40571,,,
49770,40572,,,
49771,40573,,17727.0,17727.0
49772,40574,,18498.0,18498.0
49773,40575,,,
49774,40576,,20733.0,20733.0
49775,40577,,,
49776,40578,,,
49777,40579,,,
49778,40580,,18498.0,18498.0
49779,40581,,22501.0,22501.0
49780,40581,,22502.0,22502.0
49781,40582,,,
49782,40583,,,
49783,40584,,17230.0,17230.0
49784,40585,,2068.0,2068.0
49785,40586,,18498.0,18498.0
49786,40587,,,
49787,40588,,,
49788,40589,,18755.0,18755.0
49789,40589,,18756.0,18756.0
49790,40590,,,
49791,40591,,,
49792,40592,,13476.0,13476.0
49793,40592,,13477.0,13477.0
49794,40593,,,
49795,40594,,,
49796,40595,,19128.0,19128.0
49797,40596,,,
49798,40597,,24931.0,24931.0
49799,40597,,24932.0,24932.0
49800,40598,,,
49801,40599,,,
49802,40600,,,
49803,40601,,19883.0,19883.0
49804,40602,,,
49805,40603,,,
49806,40604,,,
49807,40605,,,
49808,40606,,20251.0,20251.0
49809,40606,,20252.0,20252.0
49810,40606,,20253.0,20253.0
49811,40606,,20254.0,20254.0
49812,40607,,,
49813,40608,,,
49814,40609,,1419.0,1419.0
49815,40610,,27301.0,27301.0
49816,40610,,27302.0,27302.0
49817,40611,,27301.0,27301.0
49818,40611,,27302.0,27302.0
49819,40612,,27301.0,27301.0
49820,40612,,27302.0,27302.0
49821,40613,,22410.0,22410.0
49822,40613,,22411.0,22411.0
49823,40614,,,
49824,40615,,18498.0,18498.0
49825,40616,,17722.0,17722.0
49826,40617,,,
49827,40618,,,
49828,40619,,,
49829,40620,,,
49830,40621,,18498.0,18498.0
49831,40622,,,
49832,40623,,,
49833,40624,,19116.0,19116.0
49834,40625,,,
49835,40626,,22501.0,22501.0
49836,40626,,22502.0,22502.0
49837,40627,,,
49838,40628,,25238.0,25238.0
49839,40628,,25239.0,25239.0
49840,40629,,,
49841,40630,,18498.0,18498.0
49842,40631,,,
49843,40632,,21320.0,21320.0
49844,40633,,,
49845,40634,,,
49846,40635,,13310.0,13310.0
49847,40636,,,
49848,40637,,,
49849,40638,,,
49850,40639,,18498.0,18498.0
49851,40640,,24402.0,24402.0
49852,40640,,24403.0,24403.0
49853,40641,,20371.0,20371.0
49854,40642,,,
49855,40643,,,
49856,40644,,,
49857,40645,,19964.0,19964.0
49858,40645,,19965.0,19965.0
49859,40646,,24402.0,24402.0
49860,40646,,24403.0,24403.0
49861,40647,,11037.0,11037.0
49862,40648,,,
49863,40649,,,
49864,40650,,,
49865,40651,,,
49866,40652,,,
49867,40653,,,
49868,40654,,,
49869,40655,,20566.0,20566.0
49870,40655,,20567.0,20567.0
49871,40656,,,
49872,40657,,22964.0,22964.0
49873,40657,,22965.0,22965.0
49874,40658,,,
49875,40659,,,
49876,40660,,,
49877,40661,,,
49878,40662,,,
49879,40663,,,
49880,40664,,,
49881,40665,,,
49882,40666,,,
49883,40667,,,
49884,40668,,26534.0,26534.0
49885,40668,,26535.0,26535.0
49886,40669,,,
49887,40670,,20674.0,20674.0
49888,40670,,20675.0,20675.0
49889,40671,,22334.0,22334.0
49890,40671,,22335.0,22335.0
49891,40672,,20278.0,20278.0
49892,40672,,20279.0,20279.0
49893,40673,,24804.0,24804.0
49894,40673,,24805.0,24805.0
49895,40674,,,
